Name,Address,Manufacturer_state,Number,URL,Employees,Description,Capabilities_Overall
"Vinaco Precision Machining, LLC","Chatsworth, CA 91311 ",CA,818-700-1008,http://vinacoprecision.com/,9-Jan,"Company Description by Thomasnet
Custom manufacturer of precision parts components for aerospace, government, defense, telecommunication, and commercial sectors. Capabilities include milling, turning, lathe works, and precision CNC machining services. Materials handled include aluminum, steel and nickel based alloys, plastic, stainless steel and titanium.
","['Machining', 'Milling Services', 'Turning Services']"
VJ Engineering,"Garden Grove, CA 92843 ",CA,714-554-7569,http://vjengineering.net/,9-Jan,"Company Description by Thomasnet
Custom manufacturer of machined parts. Capabilities include CNC machining, mechanical assembly, prototyping, production, lathe work, CNC milling, deburring, and band sawing. Materials handled include aluminum, casting, copper, forging, alloy steel, nickel, titanium, super alloys, stainless steel, brass, and plastics. Markets served include automotive, aerospace, electronics, hydraulic, medical equipment, oil and gas, pharmaceutical, semiconductor, telecommunications, military, and defense.
","['Cutting Services', 'Machining', 'Milling Services', 'Turning Services']"
Persal Manufacturing Solutions,"Calexico, CA 92232 ",CA,619-400-4134,http://www.persal.com.mx/,Not Available,"Company Description by Thomasnet
Custom fabrication services. Materials handled include steel & sheet metal. Capabilities include CNC machining, CNC plasma cutting, CNC vertical milling, welding, bending, assembly, shearing, sawing, band sawing, CNC turret punching, horizontal boring, sand blasting & CNC press braking. Engineering capabilities include process & technology transfer, Six Sigma & drafting & design. Tracking systems, water heaters, underground & open pit machinery parts, assemblies, conveyors & structural products can be fabricated. Markets served include oil & gas, automotive aftermarket, solar power, OEM system packaging, mining construction, base plate compressor, water treatment & power generation.
Company Description by Persal Manufacturing Solutions
Provide the best solution for the implementation and management of Manufacturing and Logistics Solutions by means of our world class organization.

 Experienced Senior Management Team

 Skilled and Qualified Labor Force 

 Bilingual staff (English & Spanish) 

 ISO-9001:2008 Certified 

 ASME Codes 

 Welders Certified Under AWS-D1.1 

 Navy Specifications 

 Certified Materials 

 Proximity to the Major Markets of the Western U.S.
","['Assemblies', 'Bending Services', 'Boring Services', 'Conveyors', 'Cutting Services', 'Drilling Services', 'Drills', 'Fabrication Services', 'Heaters', 'Machinery Parts', 'Machining', 'Military Equipment', 'Milling Services', 'Punching Services', 'Trackers', 'Tube Fabrication and Bending Services', 'Turning Services', 'Welding Services']"
Apex Creative Products,"Torrance, CA 90504 ",CA,310-347-1899,http://www.apexautopro.com/,Not Available,"Company Description by Thomasnet
Machine shop specializing in manufacturing services for aerospace and automotive markets. Capabilities include plastic injection molding, rubber compression molding, multi-axis CNC machining, EDM, welding, and electronic testing and assembly. Material handled includes metals, plastics, fire-retardant foams, NBR and PU/PE.
","['Machining', 'Molds', 'Prototyping Services', 'Welding Services']"
2000 Metal Works,"Santa Ana, CA 92705 ",CA,714-547-4429,http://www.metalworksca.com,Not Available,"Company Description by Thomasnet
Machining service company. Capabilities include lathe work, CNC milling and waterjet cutting. Materials used include stainless steel, aluminum, titanium, brass, plastic and castings. Secondary capabilities laser etching, engraving, prototyping, short run, production run and high volume.
","['Cutting Services', 'Milling Services', 'Turning Services']"
Solo Enterprise Corporation,"City of Industry, CA 91744 ",CA,626-961-3591,http://www.soloenterprisecorp.com,Not Available,"Company Description by Thomasnet
Custom manufacturer of precision machine parts and components for aerospace and defense sectors. Capabilities include CNC milling, lathe machining, fabrication, electro-mechanical assembly and sub-assembly capabilities; and our third facility produces ferrous and non-ferrous investment castings.
","['Machining', 'Milling Services', 'Turning Services']"
Creations Unlimited,"Morgan Hill, CA 95037 ",CA,Not Available,Not Available,9-Jan,"Company Description by Thomasnet
Custom manufacturer providing CNC machining for aluminum, brass, bronze, carbon steel, cast iron, copper, plastic, stainless steel, steel, superalloy, titanium, and tool steel products. Capabilities include 4- and 5- axis machining. Maximum part dimension is 40 x 20 x 20 inches. Maximum turning diameter is 12 x 18 inches. Part sizes available are 1"" to 6"", 12"" to 24"", and up to 1"". Production tolerance is +/- .0002 inches. Machining volume includes production runs, prototypes, and short run. Serves the aerospace, alternative energy, automotive, firearms, and medical industry.
","['Machining', 'Prototyping Services']"
O R Tool Works,"Diamond Springs, CA 95619 ",CA,530-621-4088,http://Ortoolworks.Com,Not Available,"Company Description by Thomasnet
Custom manufacturer of tooling for aircraft, military, and commercial applications. Products include machining and inspection fixtures, drill jigs, gages, models, and assemblies. Capabilities include fabrication, machining, milling, pressing, turning and manufacturing services.
","['Fabrication Services', 'Fixtures', 'Gages', 'Machining', 'Milling Services', 'Tooling', 'Turning Services']"
"PM Krupp, A Div. of PSM Industries","Los Angeles, CA 90061 ",CA,310-715-9800,https://www.psmindustries.com/pm-krupp/,Not Available,"Company Description by Thomasnet
Manufacturer of fully dense high speed tool steels, fully dense tools & high speed parts used in a variety of industrial applications. Parts include bits, cutters & metal injection molded parts from a wide range of alloys. Capabilities include complex net & near net shapes with hardness up to HRC 67.
","['Bearings', 'Bits', 'Blades', 'Blanks', 'Blocks', 'Burnishers', 'Bushings', 'Cams', 'Carbide', 'Carbide Cutting Tools', 'Extruding Equipment', 'Fabrication Services', 'Forging Services', 'Forming Services', 'Forms', 'Grinding Services', 'Heading Equipment', 'Machining', 'Metals', 'Mills', 'Miscellaneous Metals', 'Molding Services', 'Preforms', 'Prototyping Services', 'Saws', 'Shapes', 'Sintering Services', 'Stamping Services', 'Standoffs and Spacers', 'Steel', 'Taps', 'Teeth', 'Tool and Die Services', 'Tools', 'Trimmers', 'Tubes', 'Tungsten', 'Wear Parts']"
Protocast/John List Corp.,"Chatsworth, CA 91311 ",CA,818-882-7848,https://protocastjlc.com/,50-99,"Company Description by Thomasnet
Custom manufacturer offering precision lost wax investment castings and CNC machined parts. Features can include interior cavities, complex passageways, three dimensional contours, thin walls, holes and undercuts. Pours steel, aluminum, zinc, nickel, cobalt and copper based alloys. Available in prototypes and short to long production runs. All special processes available through NADCAP Certified third party sources. Serves the aerospace, medical, defense, communication, and general commercial industries. Provides assembly, engineering, and testing services. ITAR registered.
Company Description by Protocast/John List Corp.
Since 1966, Protocast-JLC (John List Corporation) provided prototype and production investment castings and CNC machining services for the aerospace, medical, communications, defense and commercial markets. Both nonferrous and ferrous metals. Special processes are handled by an extensive list of NADCAP approved 3rd party sources. Protocast - JLC is ITAR registered and AS9100 certified. All parts are produced in the USA.
","['Additive Manufacturing', 'Casting Services', 'COVID-19 Response', 'Fabrication Services', 'Machining', 'Medical Components', 'Prototyping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services']"
Casbe Industries,"Temecula, CA 92590 ",CA,951-296-3866,http://www.casbeindustries.com,Not Available,"Company Description by Thomasnet
Precision tube fabrication, CNC machining and assembly services for aerospace, defense, medical and utility industries. Capabilities include CNC tube bending and milling, fabrication, inspection and injection molding.
","['Assemblies', 'Fabrication Services', 'Machining', 'Milling Services', 'Molding Services', 'Tube Fabrication and Bending Services']"
Pace Precision International,"Irvine, CA 92618 ",CA,949-753-8088,http://www.pace-precision.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer of machining parts for telecommunication, wireless, fiber optic, medical, automotive industries. Products include connectors, cable assemblies, inserts, terminals, contacts, brackets, hinges and plates. Capabilities include machining, stamping, forging, die-casting, profile extrusion, wire forming and plastic injection molding. Materials handled include brass, steel, aluminum, stainless steel and copper.
","['Connectors', 'Cores', 'Extrusion Services', 'Forging Services', 'Inserts', 'Machining', 'Magnets', 'Metal Spinning Services', 'Molding Services', 'Plastics', 'Stamping Services', 'Standoffs and Spacers', 'Terminals and Lugs']"
Minimatics,"Mountain View, CA 94043 ",CA,650-969-5630,http://www.minimatics.com,50-99,"Company Description by Thomasnet
ISO 9001:2000 certified custom manufacturer of machined parts & components. Services include assembly, CNC turning, milling, deburring, engineering, finishing, heat treating, honing, inspection, lapping, polishing, machining, large bed machining, material selection, packaging, inventory management, & plating. Materials include aluminum alloys, composites, KovarÂ®, Invar, HaynesÂ®, InconelÂ®, copper alloys, iron, nickel alloys, plastic, polymer, steel, titanium & tungsten. Capabilities include prototyping, turnkey assembly, testing, chucking up to 12 in., lapping up to 24 in. & deburring up to 5/8 in. Industries served include aerospace, aircraft, medical & telecom.
","['Centers', 'Consolidation Services', 'COVID-19 Response', 'Deburring / Deflashing Services', 'Engineering Services', 'Fabrication Services', 'Fiber Optic Components', 'Finishing Services', 'Invar®', 'Inventory Management Services', 'Lapping Services', 'Lathes', 'Machining', 'Machining Equipment', 'Medical Components', 'Microwave Equipment', 'Milling Services', 'Plating Services', 'Polishing Services', 'Prototyping Services', 'Spacecraft', 'Testing Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Treatment Services', 'Turning Services']"
Adams Campbell Company Ltd.,"City of Industry, CA 91745 ",CA,800-816-8830,http://www.adamscampbell.com,50-99,"Company Description by Thomasnet
Custom fabrication and machining services of stampings and metal products, from prototypes to complete assemblies. Capabilities include laser cutting, punching, press brake forming, notching, deep drawing, welding, milling, and drilling. Surface grinding, die filing, heat treating, tool demagnetizing, die tool sharpening, sanding, deburring, belt sanding, and etching are also available. Services including consultation, design planning, production assessment, prototyping, assembly, and packaging are also offered. JIT delivery provided.
","['Boring Services', 'Cutting Services', 'Drilling Services', 'Extrusion Services', 'Fabrication Services', 'Forming Services', 'Forms', 'Machining', 'Milling Services', 'Punching Services', 'Stamping Services', 'Turning Services', 'Welding Services']"
"Premier Machining, Inc.","Irvine, CA 92618 ",CA,949-837-6487,http://www.premier-machining.com,9-Jan,"Company Description by Thomasnet
Specializing in CNC and EDM manufacturing services. Capabilities include turning, milling, drilling, lathe work, and fabrication. Serving the aircraft, aerospace, medical, and military industries.
Company Description by Premier Machining, Inc.
Premier Machining Inc. is an AS9100 Rev C certified shop. We specialize in manufacturing quality parts using our wire or sinker electrical discharge machine (EDM). We are committed to providing excellent products and services. Our customer requirements become our top priority. Our innovative techniques save many of our customers time and money. Our manufacturing and quality assurance procedure guarantee products and services to the highest industry standards while remaining competitive. We strive for total customer satisfaction.
","['Assemblies', 'Drilling Services', 'Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
"Vinyl Technology, Inc.","Monrovia, CA 91016-4643 ",CA,626-443-5257,https://www.vinyltechnology.com/,200-499,"Company Description by Thomasnet
AS9100D and ISO 9001:2015 certified. Custom manufacturer of soft goods for critical applications. Fabricates products using RF heat sealing and industrial sewing for the defense, aerospace, medical and industrial fields using specialty films and fabrics. Types of products include anti-G suits, hazmat suits, containment bags, inflatable bladders for air, water and fuel, covers, cushions, liners, UAV fuel tanks, sewn bags and pouches and mattresses. Various capabilities include RF and dielectric welding, RF heat sealing, ultrasonic welding, screen printing, engineering, and testing. LEAN manufacturing. ITAR registered. Six Sigma certified. 100% On-time delivery. Made in the USA.
Company Description by Vinyl Technology, Inc.
About Vinyl Technology, Inc.

At Vinyl Technology, Inc. we bring our vast experience in the heat-sealing and industrial sewing industry to the manufacture of custom-made products for the defense, aerospace, medical and industrial markets. Our professional staff represents over 100 years of design, management, and manufacturing expertise in plastic films fabrication.

Our customers are our best measure of success - including such companies as DLA, NASA, Lockheed Martin, Northrop Grumman, SpaceX, Bechtel, Raytheon, General Atomics, General Electric, Siemens Energy, United Space Alliance, Kaiser-Hill, TRW, Washington Demil, Department of Defense, General Services Administration, E.G. & G., JPL and Los Alamos National Laboratory.
","['Bags', 'Binders', 'Bladders', 'Bonding Services', 'Clothing', 'Containers', 'Covers', 'COVID-19 Response', 'Cushions', 'Cutting Services', 'Embossing Services', 'Engineering Services', 'Fabrication Services', 'Fabrics and Cloths', 'Holders', 'Hospital Equipment', 'Inflatables', 'Liners', 'Machining', 'Manufacturing Services', 'Mattresses', 'Medical Equipment', 'Medical Personal Protective Equipment (PPE)', 'Medical Products and Hospital Equipment', 'Medical/Hospital Consumable Supplies', 'Military Equipment', 'Printing and Marking Services', 'Research, Design and Development Services', 'Safety Equipment', 'Sealing Services', 'Sewing Services', 'Stamping Services', 'Suits', 'Tanks', 'Testing Services', 'Urethane', 'Welding Services']"
"WessDel, Inc.","San Jose, CA 95131 ",CA,408-496-6822,http://www.wessdel.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of precision components and assemblies for commercial, military aerospace, defense, semiconductor and medical industries. Capabilities include CNC machining, milling and turning, EDM, water jet cutting, chemical and thermal processing and mechanical assembly, fabrication, forming, bonding and brazing services. Materials handled include exotic metals.
","['Brazing Services', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Milling Services', 'Satellite Systems', 'Spacecraft', 'Turning Services']"
Micro Tool,"Lemon Grove, CA 91945 ",CA,619-582-5453,https://www.microtoolmfginc.com/,Oct-49,"Company Description by Thomasnet
Custom manufacturer of prototypes and assemblies. Capabilities include precision CNC machining, turning, milling, grinding, wire EDM, honing, lapping, punching, thread rolling, welding, sawing, fabrication and assembly services.
","['Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Punching Services', 'Tool and Die Services', 'Turning Services']"
Graphic Spider / Custom Acrylic Fabrication,"Los Angeles, CA 90061 ",CA,310-748-1110,http://www.graphicspider.com,9-Jan,"Company Description by Thomasnet
Acrylic plastic fabrication services. Products made include signs and brochure holders, parts used in turnkey retail, product displays and dispensers, machine guards, book and magazine cases, shelving, dust covers, stands and fixtures, signs, windows, diffusers, product dividers and shrouds from prototype to production. Industries served include retail, consumer product, industrial, cosmetic, medical, pharmaceutical, automotive, electronics and technology industries, and packaging applications. Packaging solutions include medical trays, clamshells, material handling trays, tri-folds, blister packs, custom shapes and designs, POP displays, and consumer product packaging and product lines. Plastics used include acrylic, polycarbonate, polyethylene, polypropylene and PTFE. Services include CNC saw cutting, CNC routing to 50 in. x 100 in., plastic welding, chemical bonding, drilling, machining, punching, bending, drape and vacuum forming, die cutting to 45 in. x 95 in., flame polishing, assembly, screen printing, and laser etching and cutting. Capabilities include CNC machining, diamond edge finishing or polishing, laser cutting, die cutting, milling, drilling, beveling, bending, assembly, laser engraving, screen printing, shaping, bonding and polishing.
Company Description by Graphic Spider / Custom Acrylic Fabrication
Dear Prospective Client:

With pride, Graphic Spider introduces to you our Custom Acrylic, CNC, Sand Carving, Vinyl, Laser & Rotary Engraving and Custom Fabricating services. Our level of services and products are unsurpassed and above all versatile, as we cater to a wide-range of industries. Our client list ranges from companies in the entertainment, food service industry to high technology and media, such as Boeing Industries and MTV.

The use of custom acrylic allows our clients the opportunity to enhance any environment with a warm, clean and polished look. It also creates remarkable space extension. When combined with CNC and laser technology, acrylic has virtually no limitations.

Can we make it? YES, WE CAN!

Our staff is committed to helping you utilize our products and services to meet your project goals. We offer excellent prices and services. The products described in this catalogue are the items most frequently requested by our clients. The enclosed information is just a sample More... of what Graphic Spider has to offer as we are constantly expanding.

 In addition to the enclosed items, Graphic Spider specializes in Custom Fabrication. We invite you to challenge us with your creative ideas. Custom Order pricing is available upon request.

 We appreciate your interest in Graphic Spider and look forward to hearing from you soon.

 Graphic Spider 

 Joe Valiente Less
","['Aircraft Parts', 'Automotive Parts', 'Bending Services', 'Blasting and Peening Services', 'Cutting Services', 'Engraving Services', 'Fabrication Services', 'Finishing Services', 'Forming Services', 'Job Shop Services', 'Machining', 'Polishing Services', 'Printing and Marking Services', 'Prototyping Services', 'Research, Design and Development Services']"
A.M.I Engineering Company llc,"Santa Ana, CA 92705 ",CA,714-668-0113,http://www.ami-eng.com/,Not Available,"Company Description by Thomasnet
Custom manufacturer of machined parts. Materials handled include alloys, titanium, brass and copper. Capabilities include CNC machining, CNC turning and milling, CNC 5-Axis milling, CNC multi-Axis turning, machined rings and castings, sheet metal fabrication and assemblies. Markets served include aerospace and industrial sectors.
","['Fabrication Services', 'Machining', 'Milling Services', 'Turning Services']"
Danco Machine,"Santa Clara, CA 95054 ",CA,408-988-5235,http://www.dancomachine.com/,50-99,"Company Description by Thomasnet
Custom manufacturer of precision machined components and assemblies for medical device and defense industries. Capabilities include CNC machining, milling and turning, assembly, EDM, welding, sheet metal and precision grinding, band and cold sawing, and detailing services.
","['Assemblies', 'Assembly Services', 'Cutting Services', 'Fabrication Services', 'Machinery Parts', 'Machining', 'Manufacturing Services', 'Milling Services', 'Plastics', 'Prototyping Services', 'Punching Services', 'Turning Services', 'Welding Services']"
"Latest Concepts, Inc.","Murrieta, CA 92562 ",CA,951-696-5900,http://latestconceptsinc.com,9-Jan,"Company Description by Thomasnet
Waterjet cutting, custom fabrication, precision welding and machining services. Capabilities include prototypes, R&D, short run production, CAD design/solidworks, reverse engineering, stress analysis, sheet metal fabrication, sheet metal forming and bending, industrial and commercial fabrication, machining, welding TIG/MIG, tube bending and rolling. Machinery used includes in-house waterjet, press brake, mill, lathe, abrasive media vibratory tumbler, chassis fixture plate and inspection room. Industries served: aerospace, architectural, construction, consumer products, defense, medical, motorsports, municipalities, solar and alternative energy, trade show, computer and electronics.
Company Description by Latest Concepts, Inc.
Proudly serving the greater Southern California area for 10 years, Latest Concepts & Designs has not only developed a strong reputation for exceeding industry standards, but also for its extensive quality assurance and control. Latest Concepts & Designs is a family owned and operated buisness that prides itself on traditional craftsmanship, combined with state of the art equipment and innovative technology to increase turnaround time, and decrease cost without compromising the integrity of products.
","['Blasting and Peening Services', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Research, Design and Development Services', 'Tube Fabrication and Bending Services', 'Turning Services', 'Welding Services']"
"Pro-Dex, Inc.","Irvine, CA 92614 ",CA,800-562-6204,http://www.pro-dex.com/,100-199,"Company Description by Thomasnet
Design & manufacturer of technology-based products using embedded motion control & miniature rotary drive systems. Serving the medical, dental, factory automation & scientific research markets. Miniature pneumatic m`otors for industrial applications in the automotive, aerospace, apparel & entertainment industries. Also advanced circuit boards for precision motion control in medical, dental, industrial robotics, manufacture of silicone wafers, medical testing equipment, outer space & high-tech applications.
","['Assemblies', 'Assembly Services', 'Consulting Services', 'Controls and Controllers', 'COVID-19 Response', 'Dental Equipment', 'Engineering Services', 'Handpieces', 'Instruments', 'Machining', 'Manufacturing Services', 'Medical Components', 'Medical Equipment', 'Medical Products and Hospital Equipment', 'Medical Ventilators', 'Motor Controllers and Drives', 'Motors', 'Research, Design and Development Services', 'Robots', 'Staffing Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Ventilators']"
"GP Machining, Inc.","Buellton, CA 93427 ",CA,805-686-0852,http://www.gpmachining.com/,Not Available,"Company Description by Thomasnet
Custom manufacturer of CNC machined parts and assemblies. Products include hydraulic gear pumps and gear cartridges and tooling. In house tooling and fixtures are available. Materials handled include aluminum, stainless steel, copper, nickel, bronze, carbon, plastics, and titanium. Capabilities include 4-axis CNC machining, milling and turning, lathe work, forging, EDM, welding, casting, plating, grinding, and NDT testing services.
","['Casting Services', 'Forging Services', 'Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
"Aeroliant Manufacturing, Inc. d/b/a Amratec Engineering","Torrance, CA 90501 ",CA,310-257-1903,http://amratec.com/home/,Not Available,"Company Description by Thomasnet
Precision custom manufacturing and CNC machining of complex components and assemblies. Capabilities include CNC milling and turning, wire and EDM machining, and precision grinding. Prototypes to high rate production available. Materials handled include aluminum, stainless alloys, aircraft alloys, super alloys, titanium, copper, brass, laminated plastics, composites, UltemÂ®, forgings, castings, extrusions and steel. Other services include engineering, reverse engineering, programming, configuration management, audit services, supply chain management, project management, inventory management, process integration and testing. Markets served include aerospace, satellite, defense, medical and power generation.
Company Description by Aeroliant Manufacturing, Inc. d/b/a Amratec Engineering
AMRATEC Engineering specializes in the manufacturing of complex machined components and assemblies for the Aerospace, Satellite, Commercial, and Defense Industries. From thin-walled aluminum dip brazed assemblies to high heat treat aircraft super alloy and stainless steel hog-outs, castings and forgings. We utilize state of the art inspection and machining equipment and a team oriented manufacturing strategy. Our highly trained staff of professional machinists and inspection personnel can provide innovative solutions and problem solving capability to take your project from prototype to high rate production in a seamless fashion.
","['Assemblies', 'Broaching Services', 'Casting Services', 'COVID-19 Response', 'Drilling Services', 'Engineering Services', 'Fabrication Services', 'Grinding Services', 'Inspection Services', 'Knurling Services', 'Machining', 'Manufacturing Services', 'Medical Components', 'Milling Services', 'Plastics', 'Programming Services', 'Prototyping Services', 'Satellite Systems', 'Spacecraft', 'Tapping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Turning Services']"
A & D Rubber Products Co.,"Stockton, CA 95204 ",CA,209-941-0100,http://www.adrubber.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of rubber materials and products. Rubber materials and elastomers include VitonÂ®, urethane or polyurethane, silicone, HypalonÂ®, EPDM, butyl, Buna-S or SBR, Buna-N or nitrile, neoprene and natural rubber. Various products include extruded profiles, O-rings, connective boots, bellows, flanges, seals, gaskets, extrusions, stampings, castings, compounds, profiles, tubing, cord, lathe cut washers, cord stock, EMI/RFI shielding, squares, rectangles and solid/dense and open and closed cell sponge materials. Capabilities include fabrication, cutting, cold laminating, silting, extruding, prototyping, production, slitting, vulcanized splicing, rubber-to-metal bonding, forming, machining and assembly. Various markets served include electronic, commercial, aerospace, military, fiber optics, medical, aviation, industrial, energy and power, agriculture, communications, robotics, microwave, manufacturing, chemical, transportation and recreation. Meets MIL I 45208 and MIL STD 105D Spec.
Company Description by A & D Rubber Products Co.
Founded in 1991, A&D Rubber Products Company, Inc. supplies to companies primarily in the aerospace, electronic and transportation industries. 

Our personnel have many years experience in manufacturing, processing and supplying a wide range of synthetic materials for almost any need. Whether simple or complex, large or small, sponge or solid, A & D Rubber can produce custom rubber parts and goods for any industry, in virtually any rubber compound and color. 

Over the years, A & D Rubber Products has grown at an impressive yet controlled rate. Today, A&D Rubber Products continues its expansion by adding new personnel, equipment and facilities to better serve the technical needs of our growing list of customers.
","['Aerospace Components', 'Aircraft Parts', 'Bellows', 'Belts', 'Bonding Services', 'Bumpers', 'Bushings', 'Casting Services', 'Conveyor Parts', 'Cord and Cordage', 'COVID-19 Response', 'Cutting Services', 'Display Components', 'Electric Wire, Cable and Cable Assemblies', 'Electronic Components', 'Extrusion Services', 'Fabrication Services', 'Fasteners', 'Flanges', 'Forming Services', 'Gaskets', 'Glass', 'Grippers', 'Laminating Services', 'Machinery Parts', 'Machining', 'Medical Components', 'Medical Equipment', 'Medical Products and Hospital Equipment', 'Microwave Equipment', 'Molding Services', 'Plastics', 'Polyurethane', 'Prototyping Services', 'Rings', 'Robotic Components', 'Rubber', 'Rubber Goods', 'Seals', 'Shielding', 'Slitting Services', 'Spacecraft', 'Sponges', 'Stamping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Tires', 'Tubes', 'Washers', 'Wheels']"
Quality Machine Shop,"Ventura, CA 93001 ",CA,805-653-7944,http://www.qualitymachineshop.com,Oct-49,"Company Description by Thomasnet
Manufacturer specializing in machining of small & large parts with manual & CNC processes.  Also repair, maintenance & overhaul of pumps for water, sewage & sump sludge applications.  Services include repairs on centrifugal pumps, hydraulics, gear boxes, compressors & heavy equipment. Welding services offered: CNC plasma cutting, pipe welding, construction welding, assemblies, MIG & TIG & heavy equipment weldments. Portable line boring & welding allow onsite repairs of worn or over-sized bores on heavy equipment in excavation, loading & heavy equipment applications.
","['Boring Services', 'Gears', 'Hydraulic Equipment', 'Machine Tool Parts and Accessories', 'Machining', 'Maintenance and Repair Services', 'Platforms', 'Recovery Equipment', 'Refining Equipment', 'Rigs', 'Shafts', 'Steel', 'Welders', 'Welding Services']"
Bestwill Corporation,"Irvine, CA 92618-4639 ",CA,949-502-5700,http://www.bestwill.com,Oct-49,"Company Description by Thomasnet
Custom manufacturing & assembly services: casting, forging, extrusion, sheet metal forming, CNC machining, molding services, assembly, and more. Types of castings include die, sand, investment (lost-wax), and permanent mold. Sheet metal forming services include cutting, bending, rolling, spinning, deep drawing, stamping, punching, and welding. Extrusions include bars, rods, tubes, wire, and more. CNC machining capabilities include cutting, drilling, tapping, chamfering, grinding, milling, turning, polishing, and screw machining. Other manufacturing capabilities include tube & pipe bending, wire & mesh forming, plastic injection molding, rubber injection molding, assembly, and more. Various materials worked with include aluminum, brass, bronze, carbon steel, copper, gray iron, alloys, steel, stainless steel, and others. Assembly, kitting, packaging, warehousing and distribution services are available.
Company Description by Bestwill Corporation
============================================================

~ Serving Customers With Quality Products and Services Since 1977 ~

============================================================

Complete Custom-Manufacturing & Assembly: We offer our customers the unique benefit of buying a complete product from a single vendor. We specialize in the mass production of custom-manufactured metal products (castings, forgings, extrusions, finning, deep-draw, stampings, spinning, sheet metal bending, wire-forming, laser cutting & welding, precision CNC machining, etc). We also manufacture non-metal custom parts and products (plastics, rubbers, fabrics, foams, insulation, etc). We offer domestic (U.S.A.) and overseas assembly, kitting, and packaging as well.

Product Design & Optimization: We can optimize your designs to increase performance and efficiency while lowering manufacturing costs and production times. Our engineers are trained in a variety of disciplines (Mechanical, Combustion, Hydroponics, More... Industrial, Operations, etc) and will work closely with your company. We also closely collaborate with Material & Manufacturing Process Experts in several fields and industries. We have SolidWorks Professional Certified engineers who are fully capable of helping your company design and optimize products in both 2D & 3D.

 Domestic Warehousing, Purchasing & Logistics: We will always have readily available stock when you need it. We offer domestic storage, warehousing and distribution services. We take care of all your purchasing needs and supply chain strategies according to your requirements. We offer complete inventory management (proactive inventory leveling strategies, automatic inventory replenishment, safety stock, etc). We offer flexible inventory release options (JIT, Kanban, scheduled, on-demand, etc). 

 24/7 U.S.-Based Customer Service: For faster turn-around time, our customers are able to reach us 24 hours a day, 7 days a week (excluding major holidays). No more waiting to report urgent production issues or design changes. No more dealing with different international time zones. No more stressful communication barriers.

 ============================================================

 Our ultimate goal is to simplify your supply chain and provide value-added services so your company can focus on what it does best... creating and selling more products!

 ============================================================

 Industries Served: Swimming Pool & Spa, Boiler & Water Heater, Plumbing, Drainage & Irrigation, Landscaping, Outdoor Appliance, Electric Charging & Power Distribution, Renewable Energy, Utilities, Medical & Health Care, and many more... Less
","['Aluminum', 'Assemblies', 'Assembly Services', 'Bending Services', 'Brass', 'Casting Services', 'Contacts', 'Copper', 'Cutting Services', 'Drilling Services', 'Electric Wire, Cable and Cable Assemblies', 'Extrusion Services', 'Fabrication Services', 'Forging Services', 'Forming Services', 'Grinding Services', 'Machining', 'Manufacturing Services', 'Mechanical Wire, Cable and Rope', 'Metal Spinning Services', 'Milling Services', 'Molding Services', 'Plastics', 'Punching Services', 'Rubber Goods', 'Stamping Services', 'Steel', 'Tube Fabrication and Bending Services', 'Tubes', 'Turning Services', 'Welding Services']"
"Henry Machine, Inc.","Vista, CA 92081 ",CA,760-744-8482,http://www.henrymachine.com,Oct-49,"Company Description by Thomasnet
Machining and casting services. Capabilities include CNC turning and milling. Materials handled include aluminum, brass, stainless steel, plastics, invar, titanium and inconel.  Markets served include aerospace, medical, optical equipment, automation, military and government sectors.
","['Casting Services', 'Fabrication Services', 'Machining', 'Milling Services', 'Turning Services']"
"Q3-CNC, Inc.","San Diego, CA 92121 ",CA,858-790-0002,http://www.q3cnc.com,Oct-49,"Company Description by Thomasnet
Precision machine shop specializing in rapid prototyping services for close tolerance aerospace components.  CNC machining, milling and turning services.  Materials worked with include aluminum, steel, stainless steel, copper, plastics, Inconel, titanium and other super alloys. Serving aircraft, aerospace, defense, medical and electronic, telecommunication and energy industries. Can handle files in the following formats: IGES, Solidworks, Catia, AutoCad and ProE.
","['Additive Manufacturing', 'Aircraft Parts', 'Assemblies', 'COVID-19 Response', 'Cutting Services', 'Drilling Services', 'Fabrication Services', 'Machinery Parts', 'Machining', 'Medical Components', 'Milling Services', 'Plastics', 'Prototyping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Turning Services']"
